FID	IID	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30
HG00133	HG00133	-0.077374	-0.1928334	0.05522345	0.03543113	0.01673631	0.008536991	0.01214652	-0.004875083	-0.005110065	0.002238124	0.006242429	-0.009717022	0.02008586	0.04650458	0.01664818	0.03982433	0.01524177	0.002954587	-0.01013952	0.01454796	0.02081035	0.003462078	0.005614682	0.0008833351	0.0001015561	-0.00100808	0.007800425	0.01295131	-0.0007866146	0.007403508
HG00136	HG00136	-0.08185969	-0.1904878	0.05195125	0.03973394	-0.00491785	-0.0007661505	-0.002289809	0.01050566	0.009377566	-0.003801262	-0.006032885	-0.006253278	-0.006938573	0.03555512	0.003831556	0.06317793	-0.001788829	0.002566649	0.01591924	0.01171688	-0.00150464	0.02150452	-0.01484479	-0.01160966	-0.002741115	-0.01858291	-0.0059431	0.007692677	0.003592489	0.003601816
HG00137	HG00137	-0.07817632	-0.1953616	0.05097776	0.03957517	0.0008432361	-0.003642886	-0.001464497	-0.003108442	0.007579609	0.008076033	0.006832552	0.003315457	-0.01534122	0.03122815	0.02157863	0.04105368	0.01319896	-0.003945951	0.01170251	-0.006627776	-0.009052158	0.006460626	0.0254709	-0.01999275	-0.01223894	0.01624084	-0.006716631	0.005639465	0.003837341	0.01517657
HG00138	HG00138	-0.07433299	-0.189095	0.05391784	0.0348535	0.003214887	0.01106064	0.006879618	0.00724464	-0.006601404	0.003279735	-0.009523116	-0.01139259	0.004129703	0.03326961	0.01054092	0.04286108	0.01042337	0.02320355	0.01506112	0.008609232	-0.01132753	-0.001798588	-0.0008630952	-0.0125293	0.0001609466	0.0008606506	0.003054146	-0.02285655	-0.009699371	-0.0007516804
HG00139	HG00139	-0.07195879	-0.2009491	0.06140889	0.03768019	-0.002093112	0.01247732	-0.01766626	-0.0008696718	-0.006792267	-0.0001740601	-0.0006252875	0.0002561182	-0.008054134	0.02770286	0.0156584	0.04508731	0.00528538	0.00539201	0.01670248	0.002633101	0.0153979	0.00250888	-0.01109562	0.01428816	0.01363104	-0.001287206	-0.01868626	0.004092005	0.004034587	-0.01160266
HG00140	HG00140	-0.07613444	-0.1857833	0.0525933	0.03506874	0.009471466	-0.0005307345	-0.00715937	0.006896844	0.006784452	-7.750568e-05	-0.01293529	-0.001837112	-0.004243092	0.03609958	0.01603139	0.06673533	0.005025681	0.007038775	-0.008573407	0.02037435	0.008006705	0.01668504	-0.009773608	-0.003513497	-0.007778338	0.0007759252	0.007127259	0.02132585	0.0005134643	-0.01104786
HG00141	HG00141	-0.08190333	-0.185403	0.05063708	0.0363612	-0.004413438	0.004258472	0.004022704	0.0006210428	-0.007623132	-0.01025792	-0.002468068	0.0003467034	-0.005404892	0.02828408	0.006383653	0.04527411	-0.002085592	0.01983009	0.00410627	0.002461828	0.01406668	0.0005488149	0.01172135	0.002696255	-0.01186461	0.02488907	0.001631255	-0.003170167	0.002016331	0.01483866
HG00142	HG00142	-0.07838551	-0.1980754	0.05997472	0.04213633	0.01265092	0.009627504	-0.0007591554	0.006898338	0.00351543	-0.005450011	-0.003358591	0.0006194716	-0.004655324	0.03860317	0.0131138	0.02858986	-0.02041086	-0.02007341	0.01654629	0.01116427	-0.001777689	-0.009046996	0.01212782	0.01868087	-0.003069035	0.003428152	-0.001745388	-0.001794129	0.003433964	-0.01693219
HG00143	HG00143	-0.06466373	-0.1974153	0.05523085	0.03373588	-0.006630242	0.01708132	0.003605732	-0.0008330562	0.01051331	0.005677134	0.01061326	-0.003650925	-0.006396125	0.02311975	0.02050688	0.02722969	0.01614575	-0.001693089	-0.009789784	-0.01617034	-0.01703606	-0.001970796	0.004569932	0.01131216	0.003770074	0.0009344928	0.01061742	0.0138379	0.02343353	0.004367796
HG00145	HG00145	-0.08344341	-0.192128	0.0536937	0.04178295	0.0175292	0.006837654	-0.00306779	0.004775237	0.01226261	-0.006229416	0.004418789	-0.01217768	-0.006701563	0.04281951	0.01926549	0.042898	0.003959617	-0.0001236952	0.004118159	-2.904954e-05	0.02394597	0.001273541	-0.006624775	0.007139512	-0.002191402	0.0209981	-0.02566909	-0.01182496	-0.01026645	0.008693035
HG00146	HG00146	-0.08190363	-0.2013735	0.06193252	0.03754279	0.009786209	-0.01849726	-0.008177781	-0.005033073	0.0004385302	-0.0127755	-0.001065648	0.006694937	-0.001065668	0.05236289	0.02362344	0.02606274	0.00255662	0.004435386	-0.001805825	0.004575485	-0.02156953	-0.008153595	-0.0004015029	-0.01515095	0.0001026379	0.01916469	-0.00868614	-0.001591723	0.01125271	-0.001892123
HG00148	HG00148	-0.07062571	-0.1959675	0.04756671	0.03937788	0.006601352	0.001224218	0.006529066	0.0007899796	0.005329322	0.004862142	0.0007217192	-0.005291904	-0.01215973	0.04328096	0.02408079	0.05147166	0.01133799	2.28495e-05	0.002051249	8.369405e-05	0.01725297	0.03163136	0.01677738	-0.009223084	-0.01226837	0.005925733	-0.008939349	0.004412656	-0.01427878	0.003272491
HG00149	HG00149	-0.07140897	-0.1969881	0.0600982	0.03482138	6.668331e-05	0.005508626	-0.003976683	0.003173751	-0.0005648006	0.01636321	-0.003750948	0.001798008	0.0004451242	0.02248411	0.02106504	0.04044169	-0.002366345	0.008330954	0.008512473	0.01065107	-0.006191453	-0.004409959	-0.0008131288	-0.0007799026	-1.318016e-05	0.005313544	-0.01326235	-0.002734786	-0.01847545	0.002523245
HG00150	HG00150	-0.07912547	-0.189992	0.04969282	0.0297339	0.007335248	-0.003981745	0.008191677	-0.008397574	0.0003334118	-0.01499054	0.01741751	-0.01694489	-0.01163779	0.04171306	0.02896241	0.04388702	7.715407e-05	0.01086484	-0.003174403	-0.0005676336	0.007489978	0.0007733249	0.007137688	0.01436016	0.01545072	0.01631299	0.007495492	0.006206474	-0.004570267	-0.0002801187
HG00151	HG00151	-0.0716079	-0.1908612	0.05367695	0.03369156	0.003389325	0.008219293	0.003555884	-0.002953148	0.00290427	-0.007351757	-0.007632689	-0.01589924	-0.008800879	0.0384479	0.013572	0.02581848	-0.01610968	0.01379625	-0.01348251	0.01262736	0.003239679	0.001771449	-0.002595788	0.005386318	-0.01092629	-0.003715433	-0.006278515	0.00157027	0.01863146	0.002194319
HG00154	HG00154	-0.06815662	-0.2029276	0.06011347	0.036045	-0.001297037	-0.002339551	-0.005965451	0.01866266	0.00130567	0.004060229	0.01534572	0.003351018	0.0112151	0.04662634	0.02308022	0.04506533	0.01508065	0.01061183	-0.01210853	0.0005598526	-0.007327638	-0.001074737	0.001147244	-0.004939957	0.008815294	-0.02074627	-0.003740706	-0.0007062125	0.003798788	0.0006547251
HG00155	HG00155	-0.08767207	-0.1976289	0.06097372	0.02952122	-0.002671455	-0.0272017	0.0005900672	-0.01112748	-0.0009615123	-0.003079998	0.01235492	-0.003471231	-0.004338129	0.05349445	-0.003710969	0.04622507	-0.001487747	0.01840575	0.005100043	-0.008000925	0.0004799255	-0.01214959	-0.007016948	-0.007973798	-0.003668846	-0.004344752	-0.004589207	-0.01363586	0.004533017	0.0008934118
HG00157	HG00157	-0.07151637	-0.1937695	0.05942887	0.04370676	0.004679313	0.002646567	-0.01008765	0.008468136	-0.0016222	-0.003668949	0.004260144	-0.01439232	-0.01535806	0.03915216	0.01242677	0.04453882	-0.0008216864	0.01286621	-0.001929661	0.008726869	-0.005625449	0.0045469	0.004129553	-0.002028656	0.002972037	0.007836343	-0.01754296	-0.01345671	0.00173267	0.01574966
HG00158	HG00158	-0.07772124	-0.1924298	0.05100963	0.03363196	0.00138559	-0.007668992	0.005918688	-0.002270635	0.005203464	-0.01047567	0.0152535	0.0042087	0.002410713	0.04038253	0.02949414	0.03792369	0.002925923	-0.007605278	-0.004608661	0.02392568	0.01961156	0.003379338	0.01074463	-0.006912487	-0.006633833	-0.007765637	0.001550194	-0.01294854	-0.002752734	-0.005196114
HG00159	HG00159	-0.07861401	-0.2010037	0.05780529	0.03867782	0.01368405	0.007123328	-0.00587794	-4.390023e-06	-0.003750019	-0.002103486	0.01459805	-0.01036384	-0.004367971	0.04456504	0.001923443	0.03704089	-0.01213742	0.007121525	0.006973676	-0.007370873	-0.001183128	-0.01693304	-0.005132753	0.004276696	0.0057465	0.001027631	-0.007586668	-3.162743e-05	-0.01509425	0.002814466
HG00160	HG00160	-0.0759728	-0.1959156	0.05129553	0.04138845	-0.006421328	-0.007756296	-0.001247689	0.004279249	-8.689291e-06	-0.01142663	-0.004687519	-0.002190896	0.003678009	0.03645139	0.0140852	0.05712976	-0.003794698	0.02166924	-0.006573748	0.01711495	0.0003494533	0.01211723	-0.002991541	0.0111111	-0.007562839	-0.001966661	0.01216619	-0.005024851	0.004410472	0.005743611
HG00171	HG00171	-0.09758452	-0.151536	0.06910352	0.04116978	-0.1592296	-0.003740987	0.01947421	-0.01208052	0.003428305	0.007914484	0.00275349	0.006756325	0.0009348884	-0.03905286	-0.008243864	-0.03864384	-0.01234311	0.003878712	0.006060341	-0.004454266	-0.0176746	-0.006944572	-0.01152519	0.001444103	0.01750197	-0.01416028	0.01416756	0.009574133	-0.001330449	-0.008403596
HG00173	HG00173	-0.08858382	-0.1612178	0.06990222	0.03846639	-0.1538241	0.00698726	-0.007583762	-0.01545486	-0.0005658802	0.01636384	-0.004848599	-0.007411811	0.005369333	-0.05620049	-0.00590262	-0.02554345	-0.006300658	0.004781144	-0.01518207	-0.01249256	-0.00188322	0.0008704125	0.01310303	0.01404043	-0.0005714173	0.008790908	0.001047051	0.01610604	-0.0008020751	-0.01984394
HG00174	HG00174	-0.08495617	-0.1737922	0.0645613	0.03976809	-0.1137286	0.003758184	-0.01119165	0.008175457	0.008678719	0.003658723	-0.01595773	0.003959822	0.002101565	-0.01671941	0.00797768	-0.01930052	-0.0005891344	0.0004930181	-0.01804385	0.0004507553	-0.009781394	-0.006197196	-0.009325056	-0.005734818	-0.00320325	-0.01834028	0.001126342	-0.00424232	-0.001491012	0.01648091
HG00176	HG00176	-0.08733268	-0.1590102	0.06355476	0.04393177	-0.1582966	0.01360676	-0.00540597	-0.01368156	0.009655135	-0.005127165	-0.004187405	0.006274567	0.00390886	-0.02501755	-0.002471954	-0.05771814	-0.008556894	-0.002435398	-0.00946307	-0.01650182	-0.002912995	0.005021958	-0.00233947	0.0246826	-0.01145547	-0.009710639	-0.009260748	0.006897282	0.004421494	-0.01928503
HG00177	HG00177	-0.09297705	-0.1465371	0.06136984	0.03254651	-0.1474959	0.002103191	0.005079888	-0.0106794	0.003938991	-0.007402464	-0.01500668	0.01344911	0.01278149	-0.04129158	-0.01317691	-0.04383081	-0.004801249	-0.01498695	-0.01285993	0.01919547	-0.008186845	-0.007888705	-0.002662524	-0.008166903	0.01418926	-0.003457396	-0.006322782	-0.008119402	-0.00684305	0.003621104
HG00178	HG00178	-0.08912533	-0.1592928	0.05847096	0.04274753	-0.1309707	-0.003171619	-0.001987788	-0.00422137	0.003027267	0.001887483	-0.003307643	0.003008712	0.01161549	-0.05025271	0.009135045	-0.01655827	0.001196677	-0.00805157	0.02004309	0.01652868	-0.003073968	0.01083962	-0.005108994	-0.01008028	0.0009606836	-0.01100625	-0.0004794088	0.001016853	-0.004460963	0.004995454
HG00179	HG00179	-0.08772466	-0.1540357	0.0712132	0.03561829	-0.138805	0.0001760528	0.003364367	-0.001075417	-0.001926835	0.0104649	-0.01110884	0.01576022	-0.0009962025	-0.03195044	0.004209451	-0.02693241	-0.005694891	0.01004912	0.00850168	0.01537461	-0.005810349	0.001973884	-0.002118678	0.01696518	0.01462165	-0.01209299	0.008716581	-0.00372375	0.01263909	0.001305226
HG00180	HG00180	-0.08678808	-0.1494593	0.05675115	0.03485466	-0.129832	0.007006745	0.009925889	-0.0134093	0.007539214	0.001843032	-0.008855767	0.001543559	-0.003148724	-0.02860138	-0.01183327	-0.01878209	0.01686474	-0.003256379	0.009617133	-0.002644119	-0.01485262	-0.008076546	-0.008420378	-0.01243905	0.01532467	-0.01244772	-0.0003127958	0.03018097	0.01627347	-0.00119875
HG00181	HG00181	-0.07782781	-0.1659694	0.05120885	0.03977953	-0.08187051	0.006260373	0.008381285	-0.01482624	-0.0005135681	0.006687437	-0.01229584	-0.005384532	0.01840154	-0.04568597	-0.01610139	-0.05189743	0.0153841	0.03250279	-0.005440695	-0.0003050639	0.01048865	0.002991176	0.009159122	-0.001740348	-0.01440592	0.006005615	0.01261592	0.01271094	0.003766391	-0.0008730068
HG00182	HG00182	-0.08854212	-0.1522781	0.06476292	0.03138964	-0.1435686	0.002070306	-0.00463621	-0.002293791	0.006708008	-0.003438619	0.001462504	0.02165373	0.007194464	-0.03944766	-0.01586707	-0.04114774	-0.005556207	0.01028593	-0.005825041	0.01614518	-0.005515127	0.00369459	0.02162004	0.001989564	-0.005270345	-0.001929226	-0.0005901658	0.006393363	-0.01289305	0.009661357
HG00183	HG00183	-0.08863938	-0.1565434	0.05238197	0.04016283	-0.146278	0.0002534382	-0.007663002	-0.0143741	0.0004499567	0.001526557	-0.01460132	0.01299542	0.00459302	-0.04221328	-0.01116978	-0.01621056	0.002727399	0.01121366	-0.01114576	-0.0059571	-0.007972864	0.002298854	0.01254644	0.008754104	-0.01214186	0.01128348	0.02539901	-0.01180036	-0.01449215	0.01472429
HG00185	HG00185	-0.09460197	-0.1484103	0.0624634	0.03985523	-0.151176	-0.005199476	-0.005627828	-0.003300021	-0.002920466	0.008368928	-0.004004031	0.01689013	0.009265426	-0.03729186	-0.03137528	-0.02772829	-0.009649609	-0.001903441	0.002819154	-0.01441922	-0.00414886	-0.001670472	-0.003922251	-0.00747429	0.01419373	0.004206177	0.002105585	-0.003991508	-0.003959226	-0.01695515
HG00186	HG00186	-0.09259532	-0.1663473	0.06587017	0.03858266	-0.1536807	0.015967	-0.005551681	-0.003500957	0.004206146	-0.005023941	-0.008616692	0.01194274	-0.002387753	-0.04918657	-0.006115671	-0.03352476	0.01060318	0.01519411	0.01791605	-0.002597812	-0.00198787	1.46133e-05	0.001935227	0.001291076	-0.005505577	0.004497746	0.0007232073	0.01149271	0.008264875	-0.007696702
HG00187	HG00187	-0.08593286	-0.1461492	0.06398938	0.03916299	-0.1608555	0.003171731	-0.0107101	-0.007864659	-0.009268275	0.00402104	-0.001229645	0.0181473	0.004349238	-0.05183965	-0.01027362	-0.06104892	0.002595368	-0.009992252	-0.00783662	-0.01514693	-0.0001362432	-0.008115959	0.01814953	-0.003008583	0.00723958	-0.002468807	0.01519815	-0.009183993	0.006715889	0.0001338862
HG00188	HG00188	-0.09186678	-0.1566113	0.06503853	0.0366068	-0.1324785	0.01300239	-0.003454709	-0.001358607	-0.002609614	0.008362961	-0.009349038	-0.006321701	0.004881273	-0.03490723	-0.02382954	-0.02181809	-0.00923137	0.006231547	0.01743173	-0.001147836	0.001697793	0.001476134	-0.01349385	0.0006462062	0.006034251	-0.01065707	-0.008616006	0.01119187	-0.004660445	-0.000810953
HG00189	HG00189	-0.09142948	-0.1536042	0.06342053	0.03479842	-0.1362702	-0.01307509	0.003037555	-0.002472554	-0.01311008	0.0144815	-0.007635612	0.003435344	0.006713022	-0.01992035	-0.009416102	-0.02075934	-0.002442874	0.007163935	-0.01465211	-0.01047249	-0.0007819143	0.0076394	-0.01325035	0.001393617	-0.01551121	-0.001700371	0.0002636247	-0.00451092	-0.0001334894	0.003657346
HG00190	HG00190	-0.08805777	-0.1661196	0.05761174	0.04166482	-0.1111286	-0.007121876	0.009767494	-0.002060568	-0.0002366062	-0.0002892344	0.004837897	-0.005881692	-0.01089555	-0.02262112	3.608311e-05	-0.007879308	0.003384238	-0.009942648	0.007204944	0.001002379	0.002093409	0.004228606	-0.011023	0.001717778	-0.02369853	0.01531221	0.0004037255	0.004400918	-0.003913963	-0.009700539
HG00231	HG00231	-0.0762261	-0.1906993	0.05436618	0.02883191	0.01286848	-0.003301234	0.00903337	0.006297396	0.001016473	-0.004265135	0.0169099	-0.002697657	0.003862251	0.05048581	0.009933733	0.03743792	-0.004362487	-0.01534311	-0.01163915	0.01463282	0.01530303	0.009200102	-0.002226123	-0.002976625	-0.00503877	-0.00949963	-0.01405569	-0.001905941	0.01839164	0.009013961
HG00232	HG00232	-0.07059645	-0.2011649	0.04600095	0.03473314	0.005084848	-0.007256422	-0.007549349	0.004640471	-0.00555029	0.01568245	0.0004733452	-0.001650727	-0.01049686	0.06380925	0.01003177	0.052276	-0.004950876	-0.02122677	-0.009293788	0.002119458	0.01574188	-0.01094299	-0.018319	-0.008007147	0.008531476	0.001065885	-0.01024396	0.004329689	-0.006271407	-0.01060295
HG00233	HG00233	-0.07269582	-0.1984265	0.05938976	0.03730128	0.01547238	0.005853807	0.007261139	-0.001650807	-0.002027342	-0.006523127	-0.002487601	-0.009906836	-0.008661522	0.03634698	0.01375942	0.02537786	0.003059613	0.002258565	-0.002267026	0.02545312	-0.0002289266	-0.0001334078	0.01880451	0.004883724	0.007411226	0.00448336	-0.005866363	-0.0198838	0.008341402	0.01374916
HG00234	HG00234	-0.07716457	-0.1951724	0.05243018	0.03198516	0.005201859	0.01195996	-0.003176206	-0.008522249	-0.00665718	0.007342347	-0.006263887	0.0002817667	0.0004963387	0.0471025	0.01490543	0.04237505	-0.005808544	0.01113612	0.005972143	0.003246001	-0.003515889	-0.006881902	0.009353351	-0.001107915	0.01319831	0.0008935557	0.00103781	0.008443432	0.005283309	-0.001132719
HG00235	HG00235	-0.07083789	-0.1944118	0.05693123	0.03746212	0.01271948	0.008426302	0.005277032	-0.005891059	0.006577441	-0.004357048	0.01031521	-0.01120754	0.0003288702	0.05351003	0.02092157	0.03770589	0.01349711	0.01422761	-0.001020672	-0.003397082	0.006713522	-0.01027904	-0.01438802	-0.006979037	-0.003961118	-0.01357371	0.002875686	0.001695155	-0.003391465	-0.01265037
HG00236	HG00236	-0.0718616	-0.1976292	0.06030075	0.0392209	0.008960096	-0.01228948	-0.006411329	-0.005644125	0.00246062	-0.001899905	0.01615976	-0.003806783	-0.0007048994	0.0552745	0.01642663	0.04179994	-0.002484458	-0.006168666	0.01194497	0.002266095	-0.006354982	-0.01353508	-0.01093938	0.007408041	0.002703222	-0.01148069	0.02249306	0.01002005	-0.01292428	-0.001353248
HG00237	HG00237	-0.07037956	-0.1955643	0.04806847	0.03980015	0.004371516	-0.007609373	-0.0078089	0.0002842294	0.007787348	0.00468905	0.004137897	0.002742331	0.003870909	0.05042278	0.00345735	0.03752947	0.01339482	-0.000212744	-0.001856885	0.00787056	-0.006569227	0.01140498	-0.01885033	0.01594519	0.01344449	-0.0105358	0.003094801	-0.01425485	0.0001800241	0.003988088
HG00238	HG00238	-0.07435133	-0.1852382	0.04730383	0.03313007	0.01192533	-0.004332614	0.00529205	0.01232204	0.009279564	-0.002644925	-0.0001178207	-0.01088291	0.001712279	0.07371973	0.01254882	0.05535557	0.003810545	-0.01396537	-0.004978646	0.02659662	0.00432319	-0.02499928	-0.01011964	-0.008158419	0.001477534	0.01696135	-0.00176842	0.01181855	0.01373364	-0.01354268
HG00239	HG00239	-0.07523424	-0.1969549	0.05872884	0.03859651	-0.006726057	0.007458116	0.00186817	0.01190481	0.001840472	0.002641988	-0.01220307	-0.002635215	-0.007467646	0.03560413	0.004903123	0.04739551	0.008278156	0.008860206	-0.01112992	0.01305148	-0.009034656	0.002787217	0.01025554	-0.01912936	-0.0007946417	0.001988188	-0.004781343	-0.001598308	-0.01395589	-0.005500681
HG00240	HG00240	-0.07633359	-0.1911478	0.05650492	0.03792459	0.01187057	0.001126581	0.011259	0.001079289	0.003707766	0.005619899	0.005524746	-0.007329444	0.001091354	0.05658926	0.01149147	0.06656783	0.001321121	-0.00485777	-0.01103492	0.01724124	-0.003821459	-0.03684622	0.008303752	-0.003878776	0.0004624886	0.01298995	-0.006765898	-0.0003183751	0.007330153	-0.008968283
HG00242	HG00242	-0.07331475	-0.1949421	0.05268562	0.03448882	0.005187084	-0.005855299	0.007519935	-0.0002682546	-0.0007942451	-0.0123667	0.00569337	-0.009022578	-0.003045629	0.03431535	0.02119308	0.04418051	-0.005259527	-0.002148563	-0.01993476	0.01362147	-0.0004972129	0.007607268	-0.009488449	-0.01233541	0.009751422	0.002983941	0.006972859	-0.01829651	-0.0006541119	0.004745685
HG00243	HG00243	-0.06930962	-0.1894823	0.05134113	0.03150901	0.008698286	-0.00195997	0.002123322	0.01047076	-0.0003950863	0.01072632	0.003300264	-0.00545167	-0.009955893	0.03370979	0.02015431	0.04698411	0.00622782	-0.02238597	-0.006431376	0.009920745	0.0025861	-0.005404473	-0.002414155	-0.008730997	0.008233345	-0.0025885	-0.008191135	0.001984058	-0.01089903	-0.02216906
HG00244	HG00244	-0.07389568	-0.2018778	0.04847646	0.03109653	0.01983826	-0.005919624	0.00619809	0.006240795	0.0007585291	-0.01897725	0.005820178	-0.002708285	-0.005529547	0.0545036	0.008787272	0.03759691	-0.007862794	-0.0008359007	0.02273037	-0.004765565	0.004548675	-0.005929318	-0.005347874	-0.01592059	0.006939172	-0.01871811	0.02033745	-0.002328573	0.00266478	-0.003433886
HG00245	HG00245	-0.06870869	-0.1944656	0.04873188	0.04108053	0.002845823	-0.00183962	-0.0125802	0.004472436	0.01300957	0.007845561	0.001319613	-0.002219748	-0.008721744	0.03725354	0.007467401	0.04748868	0.0147126	0.0197401	-0.001539465	-0.02629457	-0.01338292	0.003698477	-0.01391494	0.01132137	-0.01093107	0.004206838	0.007822494	0.01120602	0.001022677	0.001028566
HG00246	HG00246	-0.07540794	-0.1938442	0.05305718	0.03143159	0.01694536	0.005494526	0.001372137	0.009405268	0.0132958	-0.01300978	0.00728124	-0.01477833	0.01494314	0.05039737	0.01433237	0.035332	0.02061566	0.009082818	-0.01631055	-0.00073211	0.01307097	-0.009792939	0.002368548	2.141737e-05	0.003332719	0.001935961	-0.006065441	-0.005640874	0.004263331	-0.01822547
HG00250	HG00250	-0.08017404	-0.185976	0.05264986	0.03718144	0.002469316	0.002772403	-0.00162823	0.008274457	0.002914286	0.0002368103	0.003589348	-0.003904212	-0.007930526	0.04618397	0.02715433	0.05180239	-0.004850034	0.001839661	0.0008829769	0.003693928	0.006870342	0.001504849	-0.001104222	0.01076007	0.02191373	-0.0154565	0.02169742	-0.02347549	-0.001875834	0.01249273
HG00251	HG00251	-0.07591232	-0.1945331	0.04560379	0.03585413	0.01983287	-0.001830546	0.01391629	-0.003334073	0.005584831	-0.006386087	-0.001864665	-0.01066453	-0.006635074	0.04386979	0.01836713	0.05737781	0.009903794	0.003463604	-0.01519991	-0.01074506	0.007998646	-0.01103213	-0.003904817	-0.01949451	-0.01534243	-0.0007496872	-0.003020463	-0.01394867	-0.0006414615	-0.004082348
HG00252	HG00252	-0.08010648	-0.1898439	0.05056773	0.04341672	0.005177316	0.009232581	-0.008118668	0.00178074	0.01493208	0.002678262	-0.004037144	-0.002086593	-0.01023467	0.0514619	0.01833062	0.06915147	0.00496813	0.0002244394	0.009704571	0.01451139	-0.002091603	-0.01958383	0.006824764	0.01419915	0.01256216	-0.0003157951	-0.002931238	0.008871118	-0.005816454	-0.00539574
HG00253	HG00253	-0.07371451	-0.1940304	0.05593198	0.04074646	0.01537461	0.009110386	-0.003142929	0.003271848	-0.002495259	-0.0002066093	0.005185885	-0.003011369	-0.002533157	0.05845078	0.04317808	0.04044495	0.007298252	0.002764342	0.007531292	-0.007803863	0.01390423	0.01519427	-0.01611576	0.01533593	-0.002685117	-0.005630838	-0.0083358	-0.006483389	0.0006869117	-0.01151973
HG00254	HG00254	-0.0732107	-0.1897363	0.04263938	0.03355663	0.01219237	-0.005514456	0.004691087	-0.005271207	-0.003426502	-0.002203671	-0.004466266	0.007137052	-0.0023114	0.05790683	0.006422109	0.05504271	-0.003378787	0.003895922	-0.01569559	0.01039667	0.014036	-0.007065737	-0.01429787	-0.01925895	-0.001011845	-0.01421187	-0.009483611	-0.001091908	0.01133387	-0.008677229
HG00255	HG00255	-0.06607873	-0.1903361	0.05396693	0.03243769	0.009848502	-0.004971165	0.004254195	-0.007415728	-0.003977504	-0.00136667	0.007796586	-0.01158056	0.0009228571	0.04104649	0.0180522	0.03571285	0.004382925	0.008194393	0.005889192	0.01403744	-0.01528736	-0.003737028	-0.02173351	-0.001179516	-0.005107614	-0.0008928371	-0.02316881	0.003744749	0.007227246	0.01407949
HG00256	HG00256	-0.07536927	-0.1971745	0.04328492	0.03728383	-0.00276054	0.007587656	0.001974146	-0.001488422	-0.005290798	-0.007831701	0.01061735	-0.01831108	0.0005087143	0.06585053	0.0126714	0.05114597	0.007023078	0.001040147	0.004455475	0.006458224	-0.0007129179	0.01014821	0.0001379938	0.001791096	-0.003387788	0.002327332	0.0003331428	-0.01158226	0.002961665	0.000274232
HG00257	HG00257	-0.07229324	-0.1940007	0.05119089	0.03712993	0.009836883	0.007689921	0.001132911	0.002603651	0.001942543	-0.01597506	-0.001766275	0.002812138	0.0009387711	0.03127352	0.02548709	0.04026513	0.009228125	-0.01190976	0.006416577	0.005965924	0.002079273	-0.003791138	0.00470261	-0.006714554	0.002453272	-0.01101726	-0.0008599428	-2.752427e-05	-0.02083002	-0.004098974
HG00258	HG00258	-0.07543207	-0.1943057	0.05717828	0.04028004	0.00153759	-0.01370143	-0.006270659	0.004525888	-0.003092856	0.003290397	-0.00669068	-0.00311904	-0.005548979	0.04524886	0.01996495	0.04872311	0.007474973	0.007471961	0.01693723	-0.01702229	-0.01259546	-0.01349921	0.003932063	0.004796058	-0.002238838	-0.00425122	0.01502141	0.00944015	-0.0003395135	-0.003916976
HG00259	HG00259	-0.07728817	-0.1962004	0.04990638	0.04349521	0.01105728	-0.007654877	-0.009826972	-0.001248836	0.009081303	0.0053293	0.003949983	0.007699353	0.002059667	0.04232099	0.01131758	0.01156402	0.01162682	-0.008400581	0.002965681	-0.01156261	-0.001015234	0.005812005	0.008147127	0.008411117	0.01488641	9.353616e-06	0.001879981	0.0002970901	0.02228463	-0.01523577
HG00260	HG00260	-0.07709655	-0.194477	0.05450465	0.02652791	0.00737935	-0.002541393	0.004576361	-0.006287633	-0.007004737	0.001628948	0.01102413	-0.0008075279	0.006617751	0.03445434	0.0168862	0.03285409	-0.005909714	-0.01697562	-0.03449003	0.00499303	0.01286993	-0.001997948	0.01568336	-0.01073181	0.0004455409	0.003837757	0.02193238	-0.01071621	-0.001310924	0.004947923
HG00261	HG00261	-0.07917273	-0.1903804	0.05142643	0.03655181	0.01379578	-0.0101722	0.002417761	0.001922612	-0.01433112	0.00024043	0.008181394	-0.003308806	0.0005006123	0.03147492	0.003259125	0.05733914	-0.00234854	0.009443952	0.004616695	-0.01684917	-0.008257647	0.014406	0.003816573	-0.01494701	-0.003086949	-0.02464468	-0.0006286244	0.01422852	0.001126191	0.006808043
HG00262	HG00262	-0.07699963	-0.2014447	0.05005209	0.03666185	0.003097809	-1.860488e-05	0.004893855	-0.01610948	-0.004567533	0.0101432	-0.005749886	-0.01571395	0.002408117	0.04346524	0.01716755	0.04587743	0.0004311724	0.001023722	-0.008552523	-0.005638345	-0.0001131825	-0.006417009	0.006821242	4.357153e-05	-0.004609414	-0.004760561	-0.01994581	-0.02641049	0.01860406	-0.02570809
HG00263	HG00263	-0.07533444	-0.1913052	0.04642193	0.036121	0.02626913	-0.005171693	-0.004030747	-0.002309897	0.01324635	-0.009682686	0.01266302	-0.01852845	-0.0002769567	0.03031105	0.02512128	0.04457122	-0.002750696	-0.006086821	0.003560086	0.004976425	0.01357202	-0.01713543	0.005751838	-0.00479742	-0.0198061	0.004943526	-0.001642231	0.004394806	-0.00552025	0.001618203
