-12,-3,0.33040936
-8,-3,0.8752436
-4,-3,0.9883042
0,-3,0.6793373
4,-3,0.33040936
-12,0,0.33040936
-8,0,0.9892789
-4,0,0.9902535
0,0,0.9307992
4,0,0.33040936
-12,3,0.9902535
-8,3,0.9922028
-4,3,0.9892789
0,3,0.9346979
4,3,0.33040936
-12,6,0.9902534
-8,6,0.9902535
-4,6,0.9902536
0,6,0.9346979
4,6,0.33040936
-12,9,0.9892788
-8,9,0.9902535
-4,9,0.9902536
0,9,0.9346979
4,9,0.33040936
-12,12,0.9863548
-8,12,0.9902535
-4,12,0.9902536
0,12,0.9346979
4,12,0.33040936
