-11,0,1,0,0.1783626,
-10,0,5,0,0.208577,
-8,2,5,0,0.2095517,
-7,2,1,0,0.1978558,
-7,2,2,0,0.1842105,
-7,2,3,0,0.1959064,
-7,2,4,0,0.2046784,
-7,2,5,0,0.2095517,
-6,2,1,0,0.1978558,
-6,2,2,0,0.1832359,
-6,2,3,0,0.1959064,
-6,2,4,0,0.205653,
-9,0,1,0,0.1978558,
-6,2,5,0,0.2095517,
-5,2,1,0,0.1978558,
-5,2,2,0,0.1832359,
-5,2,3,0,0.1949318,
-5,2,4,0,0.2046784,
-5,2,5,0,0.208577,
-4,2,1,0,0.1978558,
-4,2,2,0,0.1832359,
-4,2,3,0,0.1949318,
-4,2,4,0,0.2046784,
-9,0,2,0,0.1832359,
-4,2,5,0,0.208577,
-11,3,1,0,0.1978558,
-11,3,2,0,0.1842105,
-11,3,3,0,0.1949318,
-11,3,4,0,0.2046784,
-11,3,5,0,0.2095517,
-10,3,1,0,0.1978558,
-10,3,2,0,0.1842105,
-10,3,3,0,0.1949318,
-10,3,4,0,0.2046784,
-9,0,3,0,0.1939571,
-10,3,5,0,0.2095517,
-9,3,1,0,0.1978558,
-9,3,2,0,0.1842105,
-9,3,3,0,0.1959064,
-9,3,4,0,0.2046784,
-9,3,5,0,0.2095517,
-7,3,1,0,0.1978558,
-7,3,2,0,0.1842105,
-7,3,3,0,0.1959064,
-7,3,4,0,0.205653,
-9,0,4,0,0.2046784,
-7,3,5,0,0.2095517,
-6,3,1,0,0.1978558,
-6,3,2,0,0.1832359,
-6,3,3,0,0.1959064,
-6,3,4,0,0.2046784,
-6,3,5,0,0.2095517,
-5,3,1,0,0.1978558,
-5,3,2,0,0.1832359,
-5,3,3,0,0.1949318,
-5,3,4,0,0.2046784,
-9,0,5,0,0.208577,
-5,3,5,0,0.2076023,
-12,4,1,0,0.1968811,
-12,4,2,0,0.1842105,
-12,4,3,0,0.1949318,
-12,4,4,0,0.2046784,
-12,4,5,0,0.2095517,
-11,4,1,0,0.1978558,
-11,4,2,0,0.1842105,
-11,4,3,0,0.1949318,
-11,4,4,0,0.2046784,
-7,0,1,0,0.1978558,
-11,4,5,0,0.2095517,
-10,4,1,0,0.1978558,
-10,4,2,0,0.1842105,
-10,4,3,0,0.1959064,
-10,4,4,0,0.2046784,
-10,4,5,0,0.2105263,
-9,4,1,0,0.1978558,
-9,4,2,0,0.1842105,
-9,4,3,0,0.1959064,
-9,4,4,0,0.2046784,
-7,0,2,0,0.1832359,
-9,4,5,0,0.2095517,
-8,4,1,0,0.1978558,
-8,4,2,0,0.1842105,
-8,4,3,0,0.1959064,
-8,4,4,0,0.205653,
-8,4,5,0,0.2095517,
-7,4,1,0,0.1978558,
-7,4,2,0,0.1842105,
-7,4,3,0,0.1959064,
-7,4,4,0,0.2046784,
-7,0,3,0,0.1949318,
-7,4,5,0,0.2095517,
-6,4,1,0,0.1978558,
-6,4,2,0,0.1832359,
-6,4,3,0,0.1959064,
-6,4,4,0,0.2046784,
-6,4,5,0,0.208577,
-5,4,1,0,0.1978558,
-5,4,2,0,0.1832359,
-5,4,3,0,0.1949318,
-5,4,4,0,0.2046784,
-7,0,4,0,0.2046784,
-5,4,5,0,0.208577,
-4,4,1,0,0.1978558,
-4,4,2,0,0.1832359,
-4,4,3,0,0.1949318,
-4,4,4,0,0.2046784,
-4,4,5,0,0.2095517,
-12,5,1,0,0.1968811,
-12,5,2,0,0.1842105,
-12,5,3,0,0.1949318,
-12,5,4,0,0.2046784,
-11,0,2,0,0.1647173,
-7,0,5,0,0.2095517,
-12,5,5,0,0.2095517,
-11,5,1,0,0.1968811,
-11,5,2,0,0.1842105,
-11,5,3,0,0.1959064,
-11,5,4,0,0.2046784,
-11,5,5,0,0.2105263,
-10,5,1,0,0.1978558,
-10,5,2,0,0.1842105,
-10,5,3,0,0.1959064,
-10,5,4,0,0.2046784,
-6,0,1,0,0.1978558,
-10,5,5,0,0.2105263,
-9,5,1,0,0.1978558,
-9,5,2,0,0.1842105,
-9,5,3,0,0.1959064,
-9,5,4,0,0.205653,
-9,5,5,0,0.2095517,
-8,5,1,0,0.1978558,
-8,5,2,0,0.1842105,
-8,5,3,0,0.1959064,
-8,5,4,0,0.2046784,
-6,0,2,0,0.1832359,
-8,5,5,0,0.2095517,
-7,5,1,0,0.1978558,
-7,5,2,0,0.1842105,
-7,5,3,0,0.1959064,
-7,5,4,0,0.2046784,
-7,5,5,0,0.208577,
-6,5,1,0,0.1978558,
-6,5,2,0,0.1832359,
-6,5,3,0,0.1959064,
-6,5,4,0,0.2046784,
-6,0,3,0,0.1939571,
-6,5,5,0,0.2105263,
-5,5,1,0,0.1978558,
-5,5,2,0,0.1832359,
-5,5,3,0,0.1949318,
-5,5,4,0,0.2046784,
-5,5,5,0,0.208577,
-4,5,1,0,0.1978558,
-4,5,2,0,0.1832359,
-4,5,3,0,0.1949318,
-4,5,4,0,0.2046784,
-6,0,4,0,0.2046784,
-4,5,5,0,0.2095517,
-11,6,1,0,0.1959064,
-11,6,2,0,0.1842105,
-11,6,3,0,0.1959064,
-11,6,4,0,0.2046784,
-11,6,5,0,0.2105263,
-10,6,1,0,0.1978558,
-10,6,2,0,0.1842105,
-10,6,3,0,0.1959064,
-10,6,4,0,0.205653,
-6,0,5,0,0.2095517,
-10,6,5,0,0.2105263,
-9,6,1,0,0.1978558,
-9,6,2,0,0.1842105,
-9,6,3,0,0.1949318,
-9,6,4,0,0.2046784,
-9,6,5,0,0.2095517,
-7,6,1,0,0.1978558,
-7,6,2,0,0.1842105,
-7,6,3,0,0.1959064,
-7,6,4,0,0.2046784,
-5,0,1,0,0.1978558,
-7,6,5,0,0.2105263,
-6,6,1,0,0.1978558,
-6,6,2,0,0.1832359,
-6,6,3,0,0.1959064,
-6,6,4,0,0.2046784,
-6,6,5,0,0.2105263,
-5,6,1,0,0.1978558,
-5,6,2,0,0.1832359,
-5,6,3,0,0.1949318,
-5,6,4,0,0.2046784,
-5,0,2,0,0.1832359,
-5,6,5,0,0.208577,
-5,0,3,0,0.1949318,
-5,0,4,0,0.2046784,
-11,0,3,0,0.17154,
-5,0,5,0,0.208577,
-12,1,1,0,0.1793372,
-12,1,2,0,0.1666667,
-12,1,3,0,0.17154,
-12,1,4,0,0.1842105,
-12,1,5,0,0.1861598,
-11,1,1,0,0.1968811,
-11,1,2,0,0.1822612,
-11,1,3,0,0.1920078,
-11,1,4,0,0.202729,
-11,0,4,0,0.1842105,
-11,1,5,0,0.208577,
-10,1,1,0,0.1978558,
-10,1,2,0,0.1832359,
-10,1,3,0,0.1949318,
-10,1,4,0,0.2046784,
-10,1,5,0,0.208577,
-9,1,1,0,0.1978558,
-9,1,2,0,0.1832359,
-9,1,3,0,0.1949318,
-9,1,4,0,0.2046784,
-11,0,5,0,0.1890838,
-9,1,5,0,0.208577,
-8,1,1,0,0.1978558,
-8,1,2,0,0.1842105,
-8,1,3,0,0.1949318,
-8,1,4,0,0.2046784,
-8,1,5,0,0.208577,
-7,1,1,0,0.1978558,
-7,1,2,0,0.1842105,
-7,1,3,0,0.1959064,
-7,1,4,0,0.2046784,
-10,0,1,0,0.1968811,
-7,1,5,0,0.2095517,
-6,1,1,0,0.1978558,
-6,1,2,0,0.1832359,
-6,1,3,0,0.1959064,
-6,1,4,0,0.2046784,
-6,1,5,0,0.2095517,
-5,1,1,0,0.1978558,
-5,1,2,0,0.1832359,
-5,1,3,0,0.1949318,
-5,1,4,0,0.205653,
-10,0,2,0,0.1803119,
-5,1,5,0,0.208577,
-4,1,1,0,0.1978558,
-4,1,2,0,0.1832359,
-4,1,3,0,0.1949318,
-4,1,4,0,0.2046784,
-4,1,5,0,0.208577,
-12,2,1,0,0.1968811,
-12,2,2,0,0.1822612,
-12,2,3,0,0.1920078,
-12,2,4,0,0.202729,
-10,0,3,0,0.1920078,
-12,2,5,0,0.208577,
-11,2,1,0,0.1978558,
-11,2,2,0,0.1832359,
-11,2,3,0,0.1949318,
-11,2,4,0,0.2046784,
-11,2,5,0,0.208577,
-10,2,1,0,0.1978558,
-10,2,2,0,0.1842105,
