-10,2,3,0,0.1949318,
-10,2,4,0,0.2046784,
-10,0,4,0,0.2017544,
-10,2,5,0,0.208577,
-9,2,1,0,0.1978558,
-9,2,2,0,0.1842105,
-9,2,3,0,0.1949318,
-9,2,4,0,0.2046784,
-9,2,5,0,0.208577,
-8,2,1,0,0.1978558,
-8,2,2,0,0.1842105,
-8,2,3,0,0.1959064,
-8,2,4,0,0.2046784,
