-11,0,1,0
-11,0,2,0
-11,0,3,0
-11,0,4,0
-11,0,5,0
-10,0,1,0
-10,0,2,0
-10,0,3,0
-10,0,4,0
-10,0,5,0
-9,0,1,0
-9,0,2,0
-9,0,3,0
-9,0,4,0
-9,0,5,0
-7,0,1,0
-7,0,2,0
-7,0,3,0
-7,0,4,0
-7,0,5,0
-6,0,1,0
-6,0,2,0
-6,0,3,0
-6,0,4,0
-6,0,5,0
-5,0,1,0
-5,0,2,0
-5,0,3,0
-5,0,4,0
-5,0,5,0
-12,1,1,0
-12,1,2,0
-12,1,3,0
-12,1,4,0
-12,1,5,0
-11,1,1,0
-11,1,2,0
-11,1,3,0
-11,1,4,0
-11,1,5,0
-10,1,1,0
-10,1,2,0
-10,1,3,0
-10,1,4,0
-10,1,5,0
-9,1,1,0
-9,1,2,0
-9,1,3,0
-9,1,4,0
-9,1,5,0
-8,1,1,0
-8,1,2,0
-8,1,3,0
-8,1,4,0
-8,1,5,0
-7,1,1,0
-7,1,2,0
-7,1,3,0
-7,1,4,0
-7,1,5,0
-6,1,1,0
-6,1,2,0
-6,1,3,0
-6,1,4,0
-6,1,5,0
-5,1,1,0
-5,1,2,0
-5,1,3,0
-5,1,4,0
-5,1,5,0
-4,1,1,0
-4,1,2,0
-4,1,3,0
-4,1,4,0
-4,1,5,0
-12,2,1,0
-12,2,2,0
-12,2,3,0
-12,2,4,0
-12,2,5,0
-11,2,1,0
-11,2,2,0
-11,2,3,0
-11,2,4,0
-11,2,5,0
-10,2,1,0
-10,2,2,0
-10,2,3,0
-10,2,4,0
-10,2,5,0
-9,2,1,0
-9,2,2,0
-9,2,3,0
-9,2,4,0
-9,2,5,0
-8,2,1,0
-8,2,2,0
-8,2,3,0
-8,2,4,0
-8,2,5,0
-7,2,1,0
-7,2,2,0
-7,2,3,0
-7,2,4,0
-7,2,5,0
-6,2,1,0
-6,2,2,0
-6,2,3,0
-6,2,4,0
-6,2,5,0
-5,2,1,0
-5,2,2,0
-5,2,3,0
-5,2,4,0
-5,2,5,0
-4,2,1,0
-4,2,2,0
-4,2,3,0
-4,2,4,0
-4,2,5,0
-11,3,1,0
-11,3,2,0
-11,3,3,0
-11,3,4,0
-11,3,5,0
-10,3,1,0
-10,3,2,0
-10,3,3,0
-10,3,4,0
-10,3,5,0
-9,3,1,0
-9,3,2,0
-9,3,3,0
-9,3,4,0
-9,3,5,0
-7,3,1,0
-7,3,2,0
-7,3,3,0
-7,3,4,0
-7,3,5,0
-6,3,1,0
-6,3,2,0
-6,3,3,0
-6,3,4,0
-6,3,5,0
-5,3,1,0
-5,3,2,0
-5,3,3,0
-5,3,4,0
-5,3,5,0
-12,4,1,0
-12,4,2,0
-12,4,3,0
-12,4,4,0
-12,4,5,0
-11,4,1,0
-11,4,2,0
-11,4,3,0
-11,4,4,0
-11,4,5,0
-10,4,1,0
-10,4,2,0
-10,4,3,0
-10,4,4,0
-10,4,5,0
-9,4,1,0
-9,4,2,0
-9,4,3,0
-9,4,4,0
-9,4,5,0
-8,4,1,0
-8,4,2,0
-8,4,3,0
-8,4,4,0
-8,4,5,0
-7,4,1,0
-7,4,2,0
-7,4,3,0
-7,4,4,0
-7,4,5,0
-6,4,1,0
-6,4,2,0
-6,4,3,0
-6,4,4,0
-6,4,5,0
-5,4,1,0
-5,4,2,0
-5,4,3,0
-5,4,4,0
-5,4,5,0
-4,4,1,0
-4,4,2,0
-4,4,3,0
-4,4,4,0
-4,4,5,0
-12,5,1,0
-12,5,2,0
-12,5,3,0
-12,5,4,0
-12,5,5,0
-11,5,1,0
-11,5,2,0
-11,5,3,0
-11,5,4,0
-11,5,5,0
-10,5,1,0
-10,5,2,0
-10,5,3,0
-10,5,4,0
-10,5,5,0
-9,5,1,0
-9,5,2,0
-9,5,3,0
-9,5,4,0
-9,5,5,0
-8,5,1,0
-8,5,2,0
-8,5,3,0
-8,5,4,0
-8,5,5,0
-7,5,1,0
-7,5,2,0
-7,5,3,0
-7,5,4,0
-7,5,5,0
-6,5,1,0
-6,5,2,0
-6,5,3,0
-6,5,4,0
-6,5,5,0
-5,5,1,0
-5,5,2,0
-5,5,3,0
-5,5,4,0
-5,5,5,0
-4,5,1,0
-4,5,2,0
-4,5,3,0
-4,5,4,0
-4,5,5,0
-11,6,1,0
-11,6,2,0
-11,6,3,0
-11,6,4,0
-11,6,5,0
-10,6,1,0
-10,6,2,0
-10,6,3,0
-10,6,4,0
-10,6,5,0
-9,6,1,0
-9,6,2,0
-9,6,3,0
-9,6,4,0
-9,6,5,0
-7,6,1,0
-7,6,2,0
-7,6,3,0
-7,6,4,0
-7,6,5,0
-6,6,1,0
-6,6,2,0
-6,6,3,0
-6,6,4,0
-6,6,5,0
-5,6,1,0
-5,6,2,0
-5,6,3,0
-5,6,4,0
-5,6,5,0
-12,0,1,1
-12,0,2,1
-12,0,3,1
-12,0,4,1
-12,0,5,1
-8,0,1,1
-8,0,2,1
-8,0,3,1
-8,0,4,1
-8,0,5,1
-4,0,1,1
-4,0,2,1
-4,0,3,1
-4,0,4,1
-4,0,5,1
-12,3,1,1
-12,3,2,1
-12,3,3,1
-12,3,4,1
-12,3,5,1
-8,3,1,1
-8,3,2,1
-8,3,3,1
-8,3,4,1
-8,3,5,1
-4,3,1,1
-4,3,2,1
-4,3,3,1
-4,3,4,1
-4,3,5,1
-12,6,1,1
-12,6,2,1
-12,6,3,1
-12,6,4,1
-12,6,5,1
-8,6,1,1
-8,6,2,1
-8,6,3,1
-8,6,4,1
-8,6,5,1
-4,6,1,1
-4,6,2,1
-4,6,3,1
-4,6,4,1
-4,6,5,1
