-12,-3,1,0
-12,-3,2,0
-12,-3,3,0
-12,-3,4,0
-12,-3,5,0
-8,-3,1,0
-8,-3,2,0
-8,-3,3,0
-8,-3,4,0
-8,-3,5,0
-4,-3,1,0
-4,-3,2,0
-4,-3,3,0
-4,-3,4,0
-4,-3,5,0
0,-3,1,0
0,-3,2,0
0,-3,3,0
0,-3,4,0
0,-3,5,0
4,-3,1,0
4,-3,2,0
4,-3,3,0
4,-3,4,0
4,-3,5,0
-12,0,1,0
-12,0,2,0
-12,0,3,0
-12,0,4,0
-12,0,5,0
-8,0,1,0
-8,0,2,0
-8,0,3,0
-8,0,4,0
-8,0,5,0
-4,0,1,0
-4,0,2,0
-4,0,3,0
-4,0,4,0
-4,0,5,0
0,0,1,0
0,0,2,0
0,0,3,0
0,0,4,0
0,0,5,0
4,0,1,0
4,0,2,0
4,0,3,0
4,0,4,0
4,0,5,0
-12,3,1,0
-12,3,2,0
-12,3,3,0
-12,3,4,0
-12,3,5,0
-8,3,1,0
-8,3,2,0
-8,3,3,0
-8,3,4,0
-8,3,5,0
-4,3,1,0
-4,3,2,0
-4,3,3,0
-4,3,4,0
-4,3,5,0
0,3,1,0
0,3,2,0
0,3,3,0
0,3,4,0
0,3,5,0
4,3,1,0
4,3,2,0
4,3,3,0
4,3,4,0
4,3,5,0
-12,6,1,0
-12,6,2,0
-12,6,3,0
-12,6,4,0
-12,6,5,0
-8,6,1,0
-8,6,2,0
-8,6,3,0
-8,6,4,0
-8,6,5,0
-4,6,1,0
-4,6,2,0
-4,6,3,0
-4,6,4,0
-4,6,5,0
0,6,1,0
0,6,2,0
0,6,3,0
0,6,4,0
0,6,5,0
4,6,1,0
4,6,2,0
4,6,3,0
4,6,4,0
4,6,5,0
-12,9,1,0
-12,9,2,0
-12,9,3,0
-12,9,4,0
-12,9,5,0
-8,9,1,0
-8,9,2,0
-8,9,3,0
-8,9,4,0
-8,9,5,0
-4,9,1,0
-4,9,2,0
-4,9,3,0
-4,9,4,0
-4,9,5,0
0,9,1,0
0,9,2,0
0,9,3,0
0,9,4,0
0,9,5,0
4,9,1,0
4,9,2,0
4,9,3,0
4,9,4,0
4,9,5,0
-12,12,1,0
-12,12,2,0
-12,12,3,0
-12,12,4,0
-12,12,5,0
-8,12,1,0
-8,12,2,0
-8,12,3,0
-8,12,4,0
-8,12,5,0
-4,12,1,0
-4,12,2,0
-4,12,3,0
-4,12,4,0
-4,12,5,0
0,12,1,0
0,12,2,0
0,12,3,0
0,12,4,0
0,12,5,0
4,12,1,0
4,12,2,0
4,12,3,0
4,12,4,0
4,12,5,0
